number of properties,property name,originator,street address,property city,property state,zip code,county,property type,property subtype,year built,year renovated,total units,cut-off date balanceunit,unit of measure,occupancy %,occupancy as of date,"loan purpose (acquisition, refinance)",payment date,late charge grace period,note date,first payment date,maturity date,original loan amount,cut-off date loan amount,maturity balance,gross interest rate,net mortgage interest rate,accrual basis,loan amortization type,monthly debt service amount (amortizing),amortization term (original),amortization term (remaining),loan term (original),loan term (remaining),io period,seasoning,prepayment provision,appraisal valuation date,appraised value,cut-off date ltv,maturity ltv,uw ncf dscr,uw ncf dscr (io),uw egi,uw expenses,uw noi,uw ncf,most recent financial end date,most recent egi,most recent expenses,most recent noi,most recent ncf,2nd most recent financial end date,2nd most recent egi,2nd most recent expenses,2nd most recent noi,2nd most recent ncf,3rd most recent financial end date,3rd most recent egi,3rd most recent expenses,3rd most recent noi,3rd most recent ncf,lien position,title vesting (feeleaseholdboth),tax escrow (monthly),insurance escrow (monthly),replacement reserve (monthly),monthly rent per unit,secondary financing in place (existing) (yesno),future supplemental financing description,loan no property no,related borrower loans,% of cut-off date pool balance,springing reserve type,springing reserve amount,deal_name,interest adjustment period (months),first interest adjustment date in trust,rate index,margin,rate rounding methodology,interest accrual period day of month (startend),monthly debt service amount (io),monthly debt service amount (at cap),seismic insurance if pml >= 20% (yesno),additional financing in place (existing) (yesno),future supplemental financing (yesno),low income units,very low income units,loan group,entity type,borrower type,balance after fixed rate period,maximum interest adjustment (lifetime),zoning status,title vesting (feeleasehold),administration fee rate,latitude,longitude
1,The Catherine Townhomes At Scottsdale,,17212 North Scottsdale Road,Scottsdale,AZ,85255,Maricopa,Multifamily,Townhome,1998,2021,539,186228.2,Units,0.913,2023-07-12 00:00:00,Refinance,1,10,2023-07-25 00:00:00,2023-09-01 00:00:00,2028-08-01 00:00:00,100377000,100377000,100377000,0.0561,0.0548735,Actual/360,Interest Only,475780.01,0,0,60,58,60,2,L(26) D(30) O(4),2023-06-07 00:00:00,180500000,0.556,0.556,1.52,1.52,12945181,4210873.57,8734307.43,8653457.43,2023-06-30 00:00:00,13020809,4110814,8909995,8909995,2022-12-31 00:00:00,12697540,3944394,8753146,8753146,2021-12-31 00:00:00,10985349,3599807,7385542,7385542,First Mortgage,Fee Simple,,,6737.5,2075,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.1255333013430905,Tax Reserve; Insurance Reserve,,FREMF_2023-K508,,,,,,,475780.01,,No,No,Yes,,,,,,,,,,0.0012265,33.64134,-111.92788
1,Caribbean Breeze,,14501 Caribbean Breeze Drive,Tampa,FL,33613,Hillsborough,Multifamily,Garden,1988,2023,540,118044.44,Units,0.93,2023-08-24 00:00:00,Refinance,1,10,2023-06-30 00:00:00,2023-08-01 00:00:00,2028-07-01 00:00:00,63744000,63744000,63744000,0.0483,0.047073500000000004,Actual/360,Interest Only,260133.07,0,0,60,57,60,3,L(27) D(29) O(4),2023-05-01 00:00:00,117700000,0.542,0.542,1.61,1.61,9402238.59,4242684.93,5159553.66,5034273.66,2023-06-30 00:00:00,9489349.44,4022434,5466915.4399999995,5264640.66,2022-12-31 00:00:00,9092591.69,3894203.28,5198388.41,4993003.21,2021-12-31 00:00:00,7560785.03,3453109.53,4107675.5,4026831.91,First Mortgage,Fee Simple,,,10440,1511.76,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,Group 2,0.07971940544959463,,,FREMF_2023-K508,,,,,,,260133.07,,No,No,Yes,,,,,,,,,,0.0012265,28.07238,-82.41508
1,Fountains At Point West,,1761 Heritage Lane,Sacramento,CA,95815,Sacramento,Multifamily,Garden,1974,2023,339,171032.45,Units,0.914,2023-06-30 00:00:00,Refinance,1,10,2023-05-31 00:00:00,2023-07-01 00:00:00,2028-06-01 00:00:00,57980000,57980000,57980000,0.0502,0.0489735,Actual/360,Interest Only,245918.41,0,0,60,56,60,4,L(28) D(28) O(4),2023-05-04 00:00:00,101120000,0.573,0.573,1.59,1.59,7897346.92,3149650.78,4747696.14,4679896.14,2023-06-30 00:00:00,7741319,3189790,4551529,4415949,2022-12-31 00:00:00,7535040.1,3080459.78,4454580.32,4323215.56,2021-12-31 00:00:00,7393075.77,2975836.35,4417239.42,4292813.06,First Mortgage,Fee Simple,,,5650,1863.49,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,Group 2,0.072510842243466,,,FREMF_2023-K508,,,,,,,245918.41,,No,No,Yes,,,,,,,,,,0.0012265,38.59785,-121.43181
1,Fountains At Steeplechase,,7301 Alma Drive,Plano,TX,75025,Collin,Multifamily,Garden,1985,2021,368,128331.52,Units,0.9647,2023-06-25 00:00:00,Refinance,1,10,2023-07-31 00:00:00,2023-09-01 00:00:00,2028-08-01 00:00:00,47226000,47226000,45957265.68,0.0568,0.0554735,Actual/360,Partial IO,259206.6,420,420,60,58,24,2,L(26) D(30) O(4),2023-04-27 00:00:00,90300000,0.523,0.509,1.35,1.54,6667276.01,2344211.23,4323064.78,4199228.54,2023-06-30 00:00:00,6506389.57,2369936,4136453.5700000003,4104590.57,2022-12-31 00:00:00,6012256,1949679,4062577,4038977,2021-12-31 00:00:00,5154412,1989989,3164423,3134804,First Mortgage,Fee Simple and Leasehold,,,7667,1460.53,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,0.05906169430475898,Tax Reserve,,FREMF_2023-K508,,,,,,,226641.07,,No,No,Yes,,,,,,,,,,0.0013265000000000002,33.07065,-96.7097
1,Rosemary Apartments,,541 Farm To Market Road 1488,Conroe,TX,77384,Montgomery,Multifamily,Garden,2005,2022,384,109166.67,Units,0.9401,2023-07-14 00:00:00,Refinance,1,10,2023-03-31 00:00:00,2023-05-01 00:00:00,2028-04-01 00:00:00,41920000,41920000,40620430.74,0.051,0.049673499999999995,Actual/360,Partial IO,214246.1,420,420,60,54,24,6,YM1%(56) O(4),2023-02-16 00:00:00,65200000,0.643,0.623,1.26,1.49,6199946.13,2896246.25,3303699.88,3234963.88,2023-06-30 00:00:00,6148844.95,2868836.4,3280008.55,3280008.55,2022-12-31 00:00:00,6028783.25,2800251.38,3228531.87,3228531.87,2021-12-31 00:00:00,5451892.21,2431003.29,3020888.92,3020888.92,First Mortgage,Fee Simple,,,5728,1287.23,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.05242591422639005,Insurance Reserve,,FREMF_2023-K508,,,,,,,180634.44,,No,No,Yes,,,,,,,,,,0.0013265000000000002,30.23657,-95.46739
1,Lunaire Apartments,,949 South Goodyear Boulevard East,Goodyear,AZ,85338,Maricopa,Multifamily,Garden,2008,2022,240,173500,Units,0.9375,2023-06-30 00:00:00,Refinance,1,10,2023-04-26 00:00:00,2023-06-01 00:00:00,2028-05-01 00:00:00,41640000,41640000,40441426.19,0.0498,0.048473499999999996,Actual/360,Partial IO,223023.83,360,360,60,55,36,5,YM1%(56) O(4),2023-02-17 00:00:00,69200000,0.602,0.584,1.25,1.59,5098324.5,1693164.92,3405159.58,3345639.58,2023-06-30 00:00:00,5183062.75,1718153.23,3464909.52,3464909.52,2022-12-31 00:00:00,4968764.55,1673254.54,3295510.01,3295510.01,2021-12-31 00:00:00,3096484,1050564,2045920,2045920,First Mortgage,Fee Simple,,,4960,1578,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.05207574113518324,,,FREMF_2023-K508,,,,,,,175206.08,,No,No,Yes,,,,,,,,,,0.0013265000000000002,33.43825,-112.38819
1,Vista Del Sol,,2880 Peavy Road,Dallas,TX,75228,Dallas,Multifamily,Garden,1973,2023,243,85880.66,Units,0.988,2023-07-18 00:00:00,Refinance,1,10,2023-07-31 00:00:00,2023-09-01 00:00:00,2028-08-01 00:00:00,20869000,20869000,20087911.21,0.0585,0.0571735,Actual/360,Partial IO,123114.77,360,360,60,58,24,2,L(26) D(30) O(4),2023-06-13 00:00:00,32700000,0.638,0.614,1.25,1.49,3503564.92,1596028.65,1907536.27,1846786.27,2023-05-31 00:00:00,3387212.77,1256225.97,2130986.8,2130986.8,2022-12-31 00:00:00,3133239.07,1277625.48,1855613.59,1855613.59,2021-12-31 00:00:00,2876496.82,1440540.93,1435955.89,1435955.89,First Mortgage,Fee Simple,,,5062.5,1098,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.026099150858552814,,,FREMF_2023-K508,,,,,,,103149.38,,No,No,Yes,,,,,,,,,,0.0013265000000000002,32.81119,-96.68394
1,Avenues Of Baldwin Park,,5800 Auvers Boulevard,Orlando,FL,32807,Orange,Multifamily,Garden,1989,2019,480,161218.75,Units,0.956,2022-12-31 00:00:00,Refinance,1,10,2022-12-22 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,77385000,77385000,73628602.6,0.0559,0.0546845,Actual/360,Partial IO,420143.83,420,420,120,116,60,4,L(28) D(88) O(4),2022-11-04 00:00:00,131700000,0.588,0.559,1.25,1.44,9935302.8,3536818.98,6398483.82,6302483.82,2022-12-31 00:00:00,9417313,3546953,5870360,5869055,12/31/2021,7998933,2927512,5071421,5068403,12/31/2020,7298403,2709178,4589225,4587922,First Mortgage,Fee Simple,,,8000,1538.03,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $10,233,363 and NOI of $6,491,559",,Group 1,0.074057,,,FREMF_2023-K156,,,,,,,365491.86,,No,No,Yes,,,,,,,,,,0.0012155,28.57357,-81.30628
1,Mission Club Apartments,,6739 Mission Club Boulevard,Orlando,FL,32821,Orange,Multifamily,Garden,1995,2019,356,165674.16,Units,0.98,2022-12-31 00:00:00,Refinance,1,10,2022-12-22 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,58980000,58980000,56117012.1,0.0559,0.0546845,Actual/360,Partial IO,320218.17,420,420,120,116,60,4,L(28) D(88) O(4),2022-11-04 00:00:00,99700000,0.592,0.563,1.25,1.44,7600213.6,2725728.47,4874485.13,4803285.13,2022-12-31 00:00:00,7357933,2696074.94,4661858.06,4654627.06,12/31/2021,6250262,2200665,4049597,4039739,12/31/2020,5880274,2177375,3702899,3699024,First Mortgage,Fee Simple,,,5934,1580.08,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $7,828,221 and NOI of $4,947,384",,Group 1,0.056444,,,FREMF_2023-K156,,,,,,,278564.45,,No,No,Yes,,,,,,,,,,0.0012155,28.3861,-81.47263
1,Park At Portofino,,1801 Princeton Lakes Drive,Brandon,FL,33511,Hillsborough,Multifamily,Garden,1989,,444,129317.57,Units,0.937,2023-01-31 00:00:00,Acquisition,1,10,2022-12-07 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,57417000,57417000,53101957.07,0.0518,0.0505845,Actual/360,Partial IO,314573.98,360,360,120,116,60,4,L(28) D(88) O(4),2022-10-14 00:00:00,98400000,0.584,0.54,1.25,1.56,7913727.01,3076842.38,4836884.63,4718629.67,2023-01-31 00:00:00,7566768.03,2899175.35,4667592.68,4667592.68,12/31/2021,6548956.05,2660387.43,3888568.62,3888568.62,12/31/2020,6474996,2392453.01,4082542.99,4082542.99,First Mortgage,Fee Simple,,,9855,1573.2,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.054948,,,FREMF_2023-K156,,,,,,,251292.41,,No,No,Yes,,,,,,,,,,0.0012155,27.91156,-82.32207
1,Greentree Apartments,,1120 Mac Arthur Drive,Carrollton,TX,75007,Dallas,Multifamily,Garden,1983,2019,365,143734.25,Units,0.932,2023-03-05 00:00:00,Refinance,1,10,2022-11-29 00:00:00,2023-01-01 00:00:00,2032-12-01 00:00:00,52463000,52463000,49960856.52,0.0566,0.055384499999999996,Actual/360,Partial IO,287257.18,420,420,120,115,60,5,L(29) D(87) O(4),2022-09-14 00:00:00,116600000,0.45,0.428,1.2,1.37,6334457.07,2098283.65,4236173.42,4136528.42,2022-12-31 00:00:00,5894013.93,3092964.57,2801049.36,2801049.36,12/31/2021,5438913.35,2887537.19,2551376.16,2551376.16,12/31/2020,5111290.54,2665451.18,2445839.36,2445839.36,First Mortgage,Fee Simple and Leasehold,,,8304,1364.87,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.25x,,Group 3,0.050207,,,FREMF_2023-K156,,,,,,,250887.3,,No,No,Yes,,,,,,,,,,0.0012155,32.98675,-96.91425
1,Montoro Apartments,,3701 West Pioneer Drive,Irving,TX,75061,Dallas,Multifamily,Garden,1984,2021,324,113172.84,Units,0.963,2022-12-31 00:00:00,Refinance,1,10,2022-12-07 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,36668000,36668000,34883778.31,0.0558,0.054484500000000005,Actual/360,Partial IO,198839.07,420,420,120,116,60,4,L(28) D(88) O(4),2022-10-17 00:00:00,62300000,0.589,0.56,1.2,1.38,4638747,1694409.41,2944338,2863337.59,2022-10-31 00:00:00,4539883.69,2246245.49,2293638.2,2293638.2,12/31/2021,4220372.89,2265538.69,1954834.2,1857634.2,12/31/2020,3969822.54,2016840.84,1952981.7,1855781.7,First Mortgage,Fee Simple and Leasehold,,,6750,1148.56,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,Group 3,0.035091,,,FREMF_2023-K156,,,,,,,172874.34,,No,No,Yes,,,,,,,,,,0.0013155,32.82929,-96.99944
1,The Linx,,4512 Blue Tee Court,Tampa,FL,33613,Hillsborough,Multifamily,Garden,1972,2022,236,120105.93,Units,0.89,2022-12-05 00:00:00,Refinance,1,10,2023-01-13 00:00:00,2023-03-01 00:00:00,2033-02-01 00:00:00,28345000,28345000,26417334.53,0.0572,0.0557845,Actual/360,Partial IO,164873.93,360,360,120,117,60,3,L(27) D(89) O(4),2022-10-26 00:00:00,52100000,0.544,0.507,1.25,1.5,3991204.26,1459008.23,2532196.03,2473196.03,2022-10-31 00:00:00,3643822.84,1425898.53,2217924.31,2217924.31,12/31/2021,3152558.22,1431900.37,1720657.85,-713892.21,12/31/2020,2342867.37,1010923.89,1331943.48,685827.08,First Mortgage,Fee Simple,,,4916.67,1425.52,,"(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $4,110,940 and NOI of $2,547,392",,,0.027126,,,FREMF_2023-K156,,,,,,,136987.71,,No,No,Yes,,,,,,,,,,0.0014155,28.07745,-82.4117
1,Garden Walk,,934 Garden Walk Boulevard,Atlanta,GA,30349,Clayton,Multifamily,Garden,1990,,240,74295.83,Units,0.804,2023-03-30 00:00:00,Acquisition,1,10,2022-12-15 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,17831000,17831000,16493393.29,0.0519,0.0502845,Actual/360,Partial IO,97801.84,360,360,120,116,60,4,L(28) D(88) O(4),2022-10-11 00:00:00,32800000,0.544,0.503,1.25,1.56,2924298.89,1421212.66,1503086.23,1467086.23,2023-01-31 00:00:00,3029801.87,1246630.81,1783171.06,1783171.06,2022-11-30 00:00:00,2977228,1252606,1724622,1724622,2021-12-31 00:00:00,2215446,1060170,1155277,1155277,First Mortgage,Fee Simple,,,3000,1177.4,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.017064,,,FREMF_2023-K156,,,,,,,78190.17,,No,No,Yes,,,,,,,,,,0.0016155000000000002,33.59576,-84.41932
1,Biltmore Park Apartments,,1111 Vista Valet Drive,San Antonio,TX,78216,Bexar,Multifamily,Garden,1984,2019,264,57215.91,Units,0.951,2023-03-22 00:00:00,Refinance,1,10,2023-01-12 00:00:00,2023-03-01 00:00:00,2033-02-01 00:00:00,15105000,15105000,15105000,0.0581,0.0564845,Actual/360,Interest Only,74149.12,0,0,120,117,120,3,L(27) D(89) O(4),2022-11-10 00:00:00,28800000,0.524,0.524,1.62,1.62,3284882.51,1783649.87,1501232.64,1437608.64,2022-11-30 00:00:00,3167696.54,1770276.36,1397420.18,1334348.65,12/31/2021,3061767.82,1771172.58,1290595.24,1290595.24,12/31/2020,2854466.88,1753935.12,1100531.76,1100531.76,First Mortgage,Fee Simple,,,5302,1061.42,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,0.014455,,,FREMF_2023-K156,,,,,,,74149.12,,No,No,Yes,,,,,,,,,,0.0016155000000000002,29.55819,-98.50845
1,Imperial Landing,,16001 Cotillion Drive,Houston,TX,77060,Harris,Multifamily,Garden,1981,,264,48375,Units,0.951,2023-03-09 00:00:00,Refinance,1,10,2022-12-15 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,12771000,12771000,11889691.98,0.0564,0.0544845,Actual/360,Partial IO,73638.07,360,360,120,116,60,4,L(28) D(88) O(4),2022-10-27 00:00:00,21900000,0.583,0.543,1.2,1.45,2630123.15,1503689.73,1126433.42,1060433.42,2022-12-31 00:00:00,2696026.57,1500987.95,1195038.62,1195038.62,12/31/2021,2483960.14,1318176.34,1165783.8,1165783.8,12/31/2020,2415652.52,1225496.33,1190156.19,1190156.19,First Mortgage,Fee Simple,,,5500,782.75,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.012222,,,FREMF_2023-K156,,,,,,,60857.36,,No,No,Yes,,,,,,,,,,0.0019155,29.93273,-95.39547
1,Cielo At Sweetwater,,420 Shenandoah Trail,Austell,GA,30168,Cobb,Multifamily,Garden,1967,2019,100,120600,Units,1,2022-10-25 00:00:00,Acquisition,1,10,2022-12-12 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,12060000,12060000,11057787.95,0.0579,0.0563845,Actual/360,Partial IO,70685.64,360,360,120,116,48,4,L(28) D(88) O(4),2022-10-11 00:00:00,16700000,0.722,0.662,1.28,1.53,1705405.42,594820.16,1110585.26,1083585.26,2022-09-30 00:00:00,1573238.04,1136619.68,436618.36,-82519.75,,,,,,,,,,,First Mortgage,Fee Simple,,,2250,1345,,(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.25x,,,0.011541,,,FREMF_2023-K156,,,,,,,58997.69,,No,No,Yes,,,,,,,,,,0.0015155000000000001,33.78759,-84.56484
1,The Reserve At Bellfort,,7987 Bellfort Street,Houston,TX,77061,Harris,Multifamily,Garden,1955,2019,204,57205.88,Units,0.951,2023-03-13 00:00:00,Refinance,1,10,2022-11-30 00:00:00,2023-01-01 00:00:00,2032-12-01 00:00:00,11670000,11670000,10918712.56,0.06,0.058284499999999996,Actual/360,Partial IO,69967.55,360,360,120,115,60,5,L(29) D(87) O(4),2022-10-20 00:00:00,18600000,0.627,0.587,1.25,1.48,2191976.91,1089798.49,1102178.42,1049138.42,2022-12-31 00:00:00,2094837.63,1118883.46,975954.17,975954.17,12/31/2021,1857203.64,969659.86,887543.78,841481.78,12/31/2020,1664809.4,998086.52,666722.88,623325.56,First Mortgage,Fee Simple,,,4420,947.01,,"(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $2,257,737 and NOI of $1,080,613",,,0.011168,,,FREMF_2023-K156,,,,,,,59160.42,,No,No,Yes,,,,,,,,,,0.0017155,29.67491,-95.269
1,Las Brisas MHC,,400 East Arbor Street,Long Beach,CA,90805,Los Angeles,Multifamily,Manufactured Housing Community,1945,,96,110562.5,Pads,0.99,2022-09-29 00:00:00,Refinance,1,10,2022-11-04 00:00:00,2023-01-01 00:00:00,2032-12-01 00:00:00,10614000,10614000,9920025.45,0.0592,0.0574845,Actual/360,Partial IO,63091.41,360,360,120,115,60,5,L(29) D(87) O(4),2022-06-06 00:00:00,21820000,0.486,0.455,1.25,1.49,1442269.88,491014.81,951255.07,946455.07,2022-08-31 00:00:00,1403256.94,447887.61,955369.33,937459.33,12/31/2021,1359696.99,444553.27,915143.72,915143.72,12/31/2020,1341207.21,434858.55,906348.66,906348.66,First Mortgage,Fee Simple,,,400,1118,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.25x,,,0.010158,,,FREMF_2023-K156,,,,,,,53089.66,,No,No,Yes,,,,,,,,,,0.0017155,33.84408,-118.18792
1,Springwood At Allen,,975 East Main Street,Allen,TX,75002,Collin,Multifamily,Age Restricted,2020,,92,104673.91,Units,1,2023-03-10 00:00:00,Refinance,1,10,2023-01-31 00:00:00,2023-03-01 00:00:00,2033-02-01 00:00:00,9630000,9630000,9630000,0.056,0.0540845,Actual/360,Interest Only,45564.17,0,0,120,117,120,3,L(27) D(89) O(4),2022-11-29 00:00:00,18100000,0.532,0.532,1.52,1.52,1567077.64,714744.12,852333.52,829333.52,2022-12-31 00:00:00,1570290.86,718572.61,851718.25,624731.51,2021-09-30 00:00:00,1097304,575064.01,522239.99,482223.99,12/31/2020,381474.31,714724.55,-333250.24,-340364.24,First Mortgage,Fee Simple,,,1916.67,1420.49,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,Group 4,0.009216,,,FREMF_2023-K156,,,,,,,45564.17,,No,No,Yes,,,,,,,,,,0.0019155,33.10054,-96.64793
1,Brookside Manor Apartments,,3404 Magenta Way,Brandon,FL,33511,Hillsborough,Multifamily,Garden,1987,2022,140,63931.72,Units,0.993,2023-03-09 00:00:00,Refinance,1,10,2022-11-30 00:00:00,2023-01-01 00:00:00,2032-12-01 00:00:00,9000000,8950440.57,7488294.32,0.0537,0.0517845,Actual/360,Balloon,50369.36,360,355,120,115,0,5,L(29) D(87) O(4),2022-10-12 00:00:00,22300000,0.401,0.336,1.7,,2051167.42,977594.1,1073573.32,1029473.32,2022-12-31 00:00:00,2008967,914396.68,1094570.32,1094570.32,12/31/2021,1831847,659564,1172283,1172283,12/31/2020,1643348,613553,1029795,1029795,First Mortgage,Fee Simple,,,3675,1227.63,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.25x,,,0.008566,,,FREMF_2023-K156,,,,,,,,,No,No,Yes,,,,,,,,,,0.0019155,27.88861,-82.27073
1,Reserve At Stockbridge,,115 Rock Quarry Road,Stockbridge,GA,30281,Henry,Multifamily,Garden,1987,2021,88,92090.91,Units,0.932,2022-11-10 00:00:00,Refinance,1,10,2022-12-01 00:00:00,2023-01-01 00:00:00,2032-12-01 00:00:00,8104000,8104000,7737848.16,0.0588,0.0575845,Actual/360,Partial IO,45556.95,420,420,120,115,60,5,L(29) D(87) O(4),2022-10-26 00:00:00,14600000,0.555,0.53,1.2,1.36,1250226.6,574649.46,675577.14,656041.14,2022-10-31 00:00:00,1224672.33,553480.89,671191.44,307241.4,12/31/2021,1095790.85,538374.39,557416.46,133850.45,12/31/2020,1003821.9,485653.12,518168.78,514607.64,First Mortgage,Fee Simple,,,1628,1272,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $1,287,734 and NOI of $675,722",,,0.007756,,,FREMF_2023-K156,,,,,,,40261.12,,No,No,Yes,,,,,,,,,,0.0012155,33.54136,-84.22574
1,Maverick On Eastman,,1507 North Eastman Road,Longview,TX,75601,Gregg,Multifamily,Garden,1972,2021,128,56640.63,Units,0.891,2023-03-06 00:00:00,Acquisition,1,10,2022-12-08 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,7250000,7250000,6446865.7,0.0521,0.0501845,Actual/360,Partial IO,39855.34,360,360,120,116,36,4,L(28) D(88) O(4),2022-10-25 00:00:00,14800000,0.49,0.436,1.31,1.63,1435289.98,779078.72,656211.26,624211.26,2023-01-31 00:00:00,1416558,931288,485270,453266,2022-10-31 00:00:00,1324434,817734,506700,474700,12/31/2021,983269,633097,350172,-900886,First Mortgage,Fee Simple,,,2666.67,1088.01,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.25x,,,0.006938,Radon Remediation Reserve,,FREMF_2023-K156,,,,,,,31914.27,,No,No,Yes,,,,,,,,,,0.0019155,32.52018,-94.71589
1,Leisureville Mobile Home Park,,1313 East Gibson Road,Woodland,CA,95776,Yolo,Multifamily,MHC Age Restricted Co-Op,1970,,150,30823.38,Pads,1,2023-03-13 00:00:00,Refinance,1,10,2022-12-29 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,4643000,4623506.31,3909473.52,0.0576,0.0554845,Actual/360,Balloon,27124.79,360,356,120,116,0,4,YM1%(113) 1%(3) O(4),2022-08-16 00:00:00,19500000,0.237,0.2,1.62,,1145012.54,608178.2,536834.34,528884.34,2022-12-31 00:00:00,716761.54,471754.43,245007.11,210831.11,12/31/2021,683329.25,441679.27,241649.98,131009.98,12/31/2020,677658,459331.03,218326.97,218326.97,First Mortgage,Fee Simple,,,662.5,482.56,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.25x,,,0.004425,,,FREMF_2023-K156,,,,,,,,,No,Yes,Yes,,,,,,,,,,0.0021154999999999998,38.66292,-121.75918
1,U Club On Woodward,,700 North Woodward Avenue,Tallahassee,FL,32304,Leon,Multifamily,Student,2013,,944,55774.36,Beds,0.999,2023-09-12,Acquisition,1,10,2022-08-09,2022-10-01,2029-09-01,52651000,52651000.0,49974398.48,0.07289999999999999,0.07154949999999999,Actual/360,Partial IO,350288.42,360,360,84,69,24,15,L(11) 1%(69) O(4),2022-05-31,124900000,0.422,0.4,1.02,1.15,8603844.48,4167721.41,4436123.07,4294523.07,2023-09-30,9038861.0,3881105.0,5157756.0,5157756.0,2022-12-31,8727676.67,3608716.05,5118960.62,5118960.62,2021-12-31,8294756.2,3545270.23,4749485.97,4749485.97,First Mortgage,Fee Simple,,,11800,899.45,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.0685283982397317,Insurance Reserve; Radon Remediation Reserve; Deferred Property Replacement Reserve,,FREMF_2023-KF160,1,2024-01-01,30-Day Avg SOFR In Advance,0.0204,Truncated to 5th decimal,First/Last (Arrears),311396.54,350288.42,No,No,Yes,,,,,,,,,,0.0013505000000000001,30.44961,-84.29823
1,The Village At Science Drive,,2913 Einstein Way,Orlando,FL,32826,Orange,Multifamily,Student,2000,2017.0,732,63165.3,Beds,1.0,2023-09-12,Acquisition,1,10,2022-08-09,2022-10-01,2029-09-01,46237000,46237000.0,43886464.88,0.07289999999999999,0.07154949999999999,Actual/360,Partial IO,307615.91,360,360,84,69,24,15,L(11) 1%(69) O(4),2022-05-24,103200000,0.448,0.425,1.02,1.15,7365583.19,3484415.77,3881167.42,3771367.42,2023-09-30,7870501.0,3083191.06,4787309.94,4787309.94,2022-12-31,7599633.8,2623854.42,4975779.38,4975779.38,2021-12-31,7111893.63,2685655.28,4426238.35,4426238.35,First Mortgage,Fee Simple,,,9150,946.69,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.0601801969461259,Insurance Reserve; Deferred Property Replacement Reserve,,FREMF_2023-KF160,1,2024-01-01,30-Day Avg SOFR In Advance,0.0204,Truncated to 5th decimal,First/Last (Arrears),273461.89,307615.91,No,No,Yes,,,,,,,,,,0.0013505000000000001,28.58067,-81.20212
1,The Carter,,4 Chelsea Boulevard,Houston,TX,77006,Harris,Multifamily,High Rise,2017,,305,115524.59,Units,0.938,2023-08-28,Refinance,1,10,2023-09-29,2023-11-01,2030-10-01,35235000,35235000.0,35235000.0,0.0693,0.0676495,Actual/360,Interest Only,206308.27,0,0,84,82,84,2,L(11) 1%(69) O(4),2023-07-31,78400000,0.449,0.449,1.33,1.33,8112104.42,4719759.59,3392344.83,3290779.83,2023-07-31,7627810.53,4707643.34,2920167.19,2920167.19,2022-12-31,7188279.56,4681235.21,2507044.35,2507044.35,2021-12-31,2838043.7,1576798.95,1261244.75,1261244.75,First Mortgage,Fee Simple,,,8464,2326.37,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.0458604416246025,,,FREMF_2023-KF160,1,2024-01-01,30-Day Avg SOFR In Advance,0.0168,Truncated to 5th decimal,First/Last (Arrears),206308.27,267932.81,No,No,Yes,,,,,,,,,,0.0016505,29.73077,-95.39102
